1  6
2  7
3  7
4  1
5  3
6  7
7  5
8  4
9  6
10  6
11  7
12  9
13  6
14  8
15  10
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
